Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,DLC,ABA,C,8,NA,137,4.7,9.7,0.486,0,0,NA,4.7,9.7,0.486,1.8,3.9,0.467,NA,NA,11,0.8,2.6,4.5,11.3
Career,NA,,ABA,,8,NA,137,4.7,9.7,0.486,0,0,NA,4.7,9.7,0.486,1.8,3.9,0.467,NA,NA,11,0.8,2.6,4.5,11.3
