,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,23,STB,BAA,,12,,4,,,,,24
1947-48,24,STB,BAA,,6,,4,,,,,14
1948-49,25,TOT,BAA,,4,,3,4,,,,9
1948-49,25,STB,BAA,,3,,3,3,,,,9
1948-49,25,PRO,BAA,,4,,3,4,,,,8
Career,,,,,12,,4,,,,,24
3 Seasons,,STB,BAA,,12,,4,,,,,24
1 Season,,PRO,BAA,,4,,3,4,,,,8
