Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,22,HSM,ABA,SF,78,2504,12.9,0.442,0.004,0.262,NA,NA,11.3,5.2,9.3,15.7,NA,-0.2,3.1,2.9,0.056
1968-69,23,TOT,ABA,SF,70,1129,10,0.449,0.003,0.35,NA,NA,10.4,3.8,12.3,14.1,NA,-0.3,0.8,0.5,0.021
1968-69,23,HSM,ABA,SF,44,687,10.9,0.451,0.005,0.356,NA,NA,10.1,4.5,10.8,14.2,NA,-0.2,0.6,0.4,0.029
1968-69,23,NYA,ABA,SF,26,442,8.6,0.445,0,0.341,NA,NA,10.8,2.8,14.7,14,NA,-0.1,0.2,0.1,0.008
Career,NA,,ABA,,148,3633,12,0.444,0.003,0.287,NA,NA,11,4.8,10.2,15.2,NA,-0.5,3.9,3.4,0.045
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,HSM,ABA,,122,3191,12.5,0.444,0.004,0.28,NA,NA,11,5,9.6,15.4,NA,-0.3,3.7,3.4,0.05
1 season,NA,NYA,ABA,,26,442,8.6,0.445,0,0.341,NA,NA,10.8,2.8,14.7,14,NA,-0.1,0.2,0.1,0.008
