Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1996-97,21,LAC,NBA,C,77,51,1936,6.4,13.3,0.481,0,0.1,0.25,6.4,13.2,0.483,2.4,4.1,0.587,5.6,7.2,12.8,1.3,1.3,1.6,2.1,5.7,15.2,NA,106,108
1997-98,22,LAC,NBA,C,69,38,2067,6.1,13.6,0.445,0,0.1,0,6.1,13.6,0.446,3.5,5.4,0.659,4.5,10.7,15.2,1.4,1.4,2.2,2,6,15.7,NA,104,107
1998-99,23,LAC,NBA,C,48,15,1135,5.6,12.3,0.458,0,0,0,5.6,12.2,0.459,3.8,5.5,0.692,6.7,10.4,17.1,1.6,1.2,1.7,2.3,7.7,15.1,NA,110,107
1999-00,24,ATL,NBA,C,75,0,1205,7.8,15.7,0.499,0,0.1,0.333,7.8,15.5,0.5,3.8,5.9,0.644,5.1,8.2,13.2,0.9,1.3,1.7,2.9,8.8,19.5,NA,106,106
2000-01,25,ATL,NBA,C,71,46,1988,9.5,21.3,0.448,0,0.1,0,9.5,21.2,0.449,4.1,5.7,0.718,4.7,9.3,14,2.3,1.1,1.7,3.3,6.1,23.1,NA,99,103
2001-02,26,MEM,NBA,C,43,33,1251,9.4,20.5,0.459,0,0.1,0,9.4,20.4,0.461,2.9,5.2,0.569,5.5,11.6,17.1,1.9,1.3,1,3,5.3,21.7,NA,96,104
2002-03,27,MEM,NBA,C,70,49,1982,8.5,18.7,0.454,0,0.1,0,8.5,18.6,0.457,3.8,5.8,0.659,4.4,9.4,13.8,2.1,1.3,1.4,2.9,5.5,20.8,NA,99,106
2003-04,28,MEM,NBA,C,65,46,1674,8.1,18.4,0.439,0,0.2,0,8.1,18.2,0.442,3,4.1,0.733,4.5,9.4,14,2.2,1.4,1.8,2.4,6,19.1,NA,100,101
2004-05,29,MEM,NBA,C,80,77,2287,7.6,16.2,0.469,0,0.1,0,7.6,16.1,0.471,3.1,4.7,0.662,4.2,10.3,14.5,2.1,1.4,1.6,2.4,6,18.3,NA,103,101
2005-06,30,MEM,NBA,C,78,58,1689,6.4,13.4,0.478,0,0.1,0,6.4,13.3,0.48,2.2,3.9,0.564,4.7,8.3,13,1.6,1.7,1.5,2.2,6.6,15,NA,103,100
2006-07,31,ATL,NBA,C,67,31,1035,4.2,9.4,0.448,0,0,NA,4.2,9.4,0.448,0.5,1.6,0.281,4.4,6.8,11.1,2.1,1.4,1.4,2,10.5,8.9,NA,95,108
2007-08,32,TOT,NBA,C,18,1,161,2,6.9,0.286,0,0,NA,2,6.9,0.286,1,2,0.5,2.6,9.8,12.4,1.3,1,1,1.3,10.1,4.9,NA,79,108
2007-08,32,ATL,NBA,C,13,1,148,1.8,6.1,0.294,0,0,NA,1.8,6.1,0.294,1.1,2.1,0.5,2.5,10.7,13.2,1.1,1.1,1.1,0.7,9.3,4.6,NA,87,107
2007-08,32,SAC,NBA,C,5,0,13,3.9,15.6,0.25,0,0,NA,3.9,15.6,0.25,0,0,NA,3.9,0,3.9,3.9,0,0,7.8,19.5,7.8,NA,52,118
2008-09,33,CLE,NBA,C,17,2,125,4.3,11.7,0.37,0,0,NA,4.3,11.7,0.37,1.3,3.5,0.375,3,7.8,10.8,1.3,1.7,2.2,3.9,7.4,10,NA,73,101
Career,NA,,NBA,,778,447,18535,7.3,15.9,0.459,0,0.1,0.069,7.3,15.8,0.461,3.1,4.8,0.645,4.8,9.3,14.1,1.8,1.3,1.6,2.5,6.5,17.7,NA,101,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,MEM,NBA,,336,263,8883,7.9,17.3,0.458,0,0.1,0,7.9,17.2,0.461,3.1,4.8,0.644,4.6,9.8,14.3,2,1.4,1.5,2.6,5.9,18.9,NA,100,102
4 seasons,NA,ATL,NBA,,226,78,4376,7.6,16.5,0.459,0,0.1,0.2,7.5,16.4,0.46,3,4.7,0.653,4.7,8.4,13.1,1.8,1.2,1.6,2.8,8,18.2,NA,100,105
3 seasons,NA,LAC,NBA,,194,104,5138,6.1,13.2,0.461,0,0.1,0.143,6.1,13.2,0.463,3.2,4.9,0.644,5.4,9.3,14.7,1.4,1.3,1.9,2.1,6.2,15.4,NA,106,107
1 season,NA,CLE,NBA,,17,2,125,4.3,11.7,0.37,0,0,NA,4.3,11.7,0.37,1.3,3.5,0.375,3,7.8,10.8,1.3,1.7,2.2,3.9,7.4,10,NA,73,101
1 season,NA,SAC,NBA,,5,0,13,3.9,15.6,0.25,0,0,NA,3.9,15.6,0.25,0,0,NA,3.9,0,3.9,3.9,0,0,7.8,19.5,7.8,NA,52,118
