,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,25,ATL,NBA,C,71,1988,.448,7.8,.998,.314,.275,.303,.105,.002,.449,.647,.336,.382,.341,.000,.617,.058,43,,.500,.000,0,0
2001-02,26,MEM,NBA,C,43,1251,.459,6.4,.996,.412,.288,.198,.099,.004,.461,.590,.357,.365,.417,.000,.682,.082,36,,.000,,0,0
2002-03,27,MEM,NBA,C,70,1982,.454,7.9,.993,.359,.244,.228,.162,.007,.457,.584,.389,.368,.405,.000,.665,.068,44,,.000,,0,0
2003-04,28,MEM,NBA,C,65,1674,.439,8.4,.991,.345,.218,.244,.184,.009,.442,.564,.414,.371,.343,.000,.747,.072,38,,.000,,1,0
2004-05,29,MEM,NBA,C,80,2287,.469,7.1,.996,.433,.208,.192,.163,.004,.471,.571,.415,.374,.387,.000,.734,.097,61,,.000,,1,0
2005-06,30,MEM,NBA,C,78,1689,.478,6.2,.995,.493,.180,.202,.121,.005,.480,.650,.342,.293,.306,.000,.696,.113,44,,.000,,0,0
2006-07,31,ATL,NBA,C,67,1035,.448,8.1,1.000,.437,.109,.186,.268,.000,.448,.525,.350,.500,.327,,.707,.066,10,,,,0,0
2007-08,32,TOT,NBA,C,18,161,.286,7.2,1.000,.429,.143,.286,.143,.000,.286,.444,.667,.000,.000,,.500,.048,1,,,,0,0
2007-08,32,ATL,NBA,C,13,148,.294,7.3,1.000,.412,.176,.235,.176,.000,.294,.429,.667,.000,.000,,.400,.059,1,,,,0,0
2007-08,32,SAC,NBA,C,5,13,.250,6.8,1.000,.500,.000,.500,.000,.000,.250,.500,,.000,,,1.000,.000,0,,,,0,0
2008-09,33,CLE,NBA,C,17,125,.370,9.1,1.000,.370,.074,.296,.259,.000,.370,.500,.000,.375,.286,,.700,.074,2,,,,0,0
Career,,,NBA,,509,12192,.454,7.5,.995,.385,.231,.232,.147,.005,.456,.594,.374,.369,.363,.000,.687,.078,279,,.053,.000,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,MEM,NBA,,336,8883,.458,7.3,.994,.401,.229,.214,.150,.006,.461,.590,.388,.359,.375,.000,.705,.084,223,,.000,,2,0
3 seasons,,ATL,NBA,,151,3171,.445,7.8,.998,.338,.243,.281,.136,.002,.446,.614,.341,.391,.328,.000,.631,.059,54,,.500,.000,0,0
1 season,,CLE,NBA,,17,125,.370,9.1,1.000,.370,.074,.296,.259,.000,.370,.500,.000,.375,.286,,.700,.074,2,,,,0,0
1 season,,SAC,NBA,,5,13,.250,6.8,1.000,.500,.000,.500,.000,.000,.250,.500,,.000,,,1.000,.000,0,,,,0,0
