,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1959-60,23,DET,NBA,,7,,4,10,,,,14
1960-61,24,LAL,NBA,,2,,2,2,,,6,6
Career,,,,,7,,4,10,,,,14
1 Season,,DET,NBA,,7,,4,10,,,,14
1 Season,,LAL,NBA,,2,,2,2,,,6,6
