,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1990-91,23,MIN,NBA,,7,10,0,1,7,10,9,11,11,14,19,4,2,6,4,6,23,25.8
1991-92,24,MIN,NBA,,8,14,0,0,8,14,6,9,7,10,16,3,3,7,4,6,20,19.6
1992-93,25,MIN,NBA,,6,8,0,0,6,8,7,8,9,9,14,2,3,4,5,6,13,10.7
1993-94,26,UTA,NBA,,9,19,0,0,9,19,6,8,9,14,18,4,3,5,6,6,22,19.3
1994-95,27,UTA,NBA,,7,14,0,0,7,14,10,12,7,12,14,3,2,3,5,6,19,15.9
1995-96,28,UTA,NBA,,6,8,0,0,6,8,6,9,5,8,11,2,2,3,4,6,16,12.8
1996-97,29,TOT,NBA,36:57,6,9,0,0,6,9,6,8,5,10,13,2,3,5,5,6,14,13.1
1996-97,29,ORL,NBA,18:54,2,2,0,0,2,2,0,0,5,1,6,1,0,0,1,2,4,6.1
1996-97,29,GSW,NBA,36:57,6,9,0,0,6,9,6,8,5,10,13,2,3,5,5,6,14,13.1
1997-98,30,GSW,NBA,27:02,5,7,0,0,5,7,5,6,6,8,13,2,2,3,4,6,10,9.9
1998-99,31,GSW,NBA,19:16,5,7,0,0,5,7,3,6,4,3,6,0,1,4,2,4,11,10.0
1999-00,32,SAS,NBA,16:03,2,3,0,0,2,3,4,4,3,2,5,1,2,2,1,5,5,5.0
2000-01,33,NYK,NBA,21:57,4,5,0,0,4,5,7,9,3,4,7,1,2,1,2,5,15,10.9
2001-02,34,NYK,NBA,18:13,1,4,0,0,1,4,4,6,4,5,6,1,3,2,2,5,4,4.2
Career,,,,36:57,9,19,0,1,9,19,10,12,11,14,19,4,3,7,6,6,23,25.8
3 Seasons,,MIN,NBA,,8,14,0,1,8,14,9,11,11,14,19,4,3,7,5,6,23,25.8
3 Seasons,,UTA,NBA,,9,19,0,0,9,19,10,12,9,14,18,4,3,5,6,6,22,19.3
3 Seasons,,GSW,NBA,36:57,6,9,0,0,6,9,6,8,6,10,13,2,3,5,5,6,14,13.1
2 Seasons,,NYK,NBA,21:57,4,5,0,0,4,5,7,9,4,5,7,1,3,2,2,5,15,10.9
1 Season,,SAS,NBA,16:03,2,3,0,0,2,3,4,4,3,2,5,1,2,2,1,5,5,5.0
1 Season,,ORL,NBA,18:54,2,2,0,0,2,2,0,0,5,1,6,1,0,0,1,2,4,6.1
