Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,23,DET,NBA,PG,58,NA,696,6.6,15.6,0.425,3.3,4.3,0.762,4.4,5.3,3.3,16.6
1962-63,24,DET,NBA,PG,46,NA,752,5.3,14.2,0.372,2.5,3.3,0.768,2.8,5.5,3.4,13.1
1963-64,25,TOT,NBA,PG,66,NA,2326,5.2,11.7,0.441,3,3.8,0.794,3,5.5,2.8,13.3
1963-64,25,DET,NBA,PG,24,NA,838,4.5,11,0.41,2.4,2.9,0.838,2.7,5,3.3,11.5
1963-64,25,NYK,NBA,PG,42,NA,1488,5.5,12.1,0.456,3.3,4.2,0.777,3.1,5.9,2.5,14.4
1964-65,26,NYK,NBA,PG,74,NA,1664,5.6,11.4,0.488,3.5,4.3,0.814,3.1,5.5,3,14.7
1965-66,27,TOT,NBA,PG,76,NA,1644,5.7,12.6,0.451,3.8,5,0.762,4,6,3.7,15.1
1965-66,27,NYK,NBA,PG,7,NA,58,3.1,9.9,0.313,4.3,6.2,0.7,1.2,8.7,2.5,10.6
1965-66,27,BAL,NBA,PG,69,NA,1586,5.8,12.7,0.455,3.8,4.9,0.765,4.1,5.9,3.7,15.3
1966-67,28,BAL,NBA,PG,71,NA,1743,5.5,12.9,0.428,3.8,4.5,0.845,3.7,5.7,3.9,14.9
1967-68,29,BAL,NBA,PG,67,NA,930,6.3,16.1,0.393,5.5,7.1,0.776,4.3,5.2,4.9,18.1
1968-69,30,LAL,NBA,PG,82,NA,1805,4.9,11.9,0.412,4.1,4.8,0.85,2.9,4.3,4.1,13.9
1969-70,31,LAL,NBA,PG,72,NA,1627,4.8,10.9,0.438,2.2,2.7,0.818,2.3,4.8,3.8,11.7
1970-71,32,TOT,NBA,PG,62,NA,824,2.9,7.8,0.376,1.8,2.2,0.824,2.8,4.9,3.1,7.7
1970-71,32,CLE,NBA,PG,26,NA,410,3.5,8.6,0.408,2.2,2.5,0.893,2.8,5.1,2.7,9.2
1970-71,32,SDR,NBA,PG,36,NA,414,2.3,7,0.338,1.5,2,0.739,2.7,4.7,3.5,6.2
1971-72,33,HOU,NBA,PG,38,NA,437,3.5,8.6,0.404,2.1,2.6,0.813,2.1,4.2,4.5,9.1
Career,NA,,NBA,,712,NA,14448,5.2,12.1,0.429,3.3,4.2,0.805,3.2,5.2,3.6,13.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BAL,NBA,,207,NA,4259,5.8,13.5,0.428,4.2,5.2,0.796,4,5.6,4.1,15.7
2 seasons,NA,LAL,NBA,,154,NA,3432,4.8,11.4,0.424,3.2,3.8,0.839,2.6,4.5,4,12.8
3 seasons,NA,DET,NBA,,128,NA,2286,5.4,13.4,0.402,2.7,3.5,0.787,3.3,5.2,3.3,13.5
3 seasons,NA,NYK,NBA,,123,NA,3210,5.5,11.7,0.47,3.4,4.3,0.794,3.1,5.7,2.8,14.5
2 seasons,NA,"SDR,HOU",NBA,,74,NA,851,2.9,7.8,0.375,1.8,2.3,0.782,2.4,4.4,4,7.7
1 season,NA,CLE,NBA,,26,NA,410,3.5,8.6,0.408,2.2,2.5,0.893,2.8,5.1,2.7,9.2
