,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1961-62,23,DET,NBA,,10,,5,,,,,21
1962-63,24,DET,NBA,,8,,6,,,,,20
1963-64,25,TOT,NBA,,10,,8,11,,,,28
1963-64,25,DET,NBA,,10,,7,7,,,,27
1963-64,25,NYK,NBA,,10,,8,11,,,,28
1964-65,26,NYK,NBA,,13,,10,12,,,,35
1965-66,27,TOT,NBA,,11,,8,9,,,,30
1965-66,27,NYK,NBA,,2,5,3,4,1,5,1,6
1965-66,27,BAL,NBA,,11,,8,9,,,,30
1966-67,28,BAL,NBA,,11,,9,10,,,,26
1967-68,29,BAL,NBA,,9,,10,11,,,,26
1968-69,30,LAL,NBA,,9,,12,12,,,,28
1969-70,31,LAL,NBA,,10,,7,9,,,,25
1970-71,32,TOT,NBA,,8,,6,6,5,6,4,16
1970-71,32,CLE,NBA,,8,12,6,6,5,6,4,16
1970-71,32,SDR,NBA,,4,,4,4,5,6,3,9
1971-72,33,HOU,NBA,,8,,6,8,,,,17
Career,,,,,13,,12,,,,,35
3 Seasons,,BAL,NBA,,11,,10,11,,,,30
2 Seasons,,LAL,NBA,,10,,12,12,,,,28
3 Seasons,,DET,NBA,,10,,7,,,,,27
3 Seasons,,NYK,NBA,,13,,10,12,,,,35
2 Seasons,,"HOU,SDR",NBA,,8,,6,8,,,,17
1 Season,,CLE,NBA,,8,12,6,6,5,6,4,16
