Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,21,STB,NBA,,67,NA,NA,NA,NA,0.398,NA,NA,0.718,NA,NA,NA,NA
1950-51,22,BOS,NBA,,68,NA,NA,NA,NA,0.466,NA,NA,0.759,NA,NA,NA,NA
1951-52,23,BOS,NBA,C,66,NA,2631,5.3,12.2,0.432,6.8,8.5,0.799,7.2,3.2,2.4,17.3
1952-53,24,BOS,NBA,C,69,NA,2902,5.6,12.4,0.452,6.2,8.3,0.75,7.8,3.5,2.3,17.4
1953-54,25,BOS,NBA,C,71,NA,2792,6,12.2,0.486,5.4,7.1,0.758,7.4,3.5,2.2,17.3
1954-55,26,BOS,NBA,C,71,NA,2706,5.4,12.7,0.424,5.9,7.4,0.792,8,3.7,2.3,16.6
1955-56,27,BOS,NBA,C,71,NA,2354,6.4,15.2,0.422,6.1,7.7,0.794,6.5,3.2,2.4,19
1956-57,28,STL,NBA,PF,72,NA,2582,5.8,13.8,0.419,5,6.7,0.749,6.1,2.8,2.9,16.5
1957-58,29,STL,NBA,C,72,NA,1908,7.1,16.6,0.428,5,7,0.724,9,2.7,2.9,19.2
1958-59,30,STL,NBA,C,14,NA,196,4,13.8,0.293,3.9,6.4,0.6,7.3,2.4,3.7,11.9
Career,NA,,NBA,,641,NA,18071,5.8,13.4,0.436,5.8,7.5,0.761,7.4,3.2,2.5,17.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BOS,NBA,,416,NA,13385,5.7,12.9,0.447,6.1,7.8,0.774,7.4,3.4,2.3,17.5
3 seasons,NA,STL,NBA,,158,NA,4686,6.2,14.9,0.418,5,6.8,0.733,7.4,2.8,2.9,17.4
1 season,NA,STB,NBA,,67,NA,NA,NA,NA,0.398,NA,NA,0.718,NA,NA,NA,NA
