Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,21,STB,NBA,,67,NA,NA,0.485,0.599,NA,NA,NA,NA,NA,9.7,0.9,10.6,NA
1950-51,22,BOS,NBA,,68,NA,NA,0.551,0.623,NA,NA,NA,NA,NA,14.1,1.8,15.9,NA
1951-52,23,BOS,NBA,C,66,2631,22.6,0.544,0.699,NA,NA,NA,NA,NA,11.3,2.6,13.8,0.252
1952-53,24,BOS,NBA,C,69,2902,24.3,0.543,0.669,NA,NA,NA,NA,NA,12.2,2.3,14.5,0.239
1953-54,25,BOS,NBA,C,71,2792,23.4,0.563,0.583,NA,NA,NA,NA,NA,13.1,1.5,14.6,0.252
1954-55,26,BOS,NBA,C,71,2706,18.6,0.522,0.587,NA,NA,NA,NA,NA,7.5,1.4,8.9,0.157
1955-56,27,BOS,NBA,C,71,2354,18.3,0.51,0.507,NA,NA,NA,NA,NA,6.2,1.6,7.8,0.158
1956-57,28,STL,NBA,PF,72,2582,16.8,0.496,0.485,NA,NA,NA,NA,NA,6.1,2.2,8.3,0.154
1957-58,29,STL,NBA,C,72,1908,18.4,0.489,0.42,NA,NA,NA,NA,NA,4.5,1.8,6.3,0.157
1958-59,30,STL,NBA,C,14,196,7.6,0.36,0.467,NA,NA,NA,NA,NA,-0.3,0.2,-0.2,-0.041
Career,NA,,NBA,,641,18071,20.4,0.522,0.574,NA,NA,NA,NA,NA,84.4,16.1,100.4,0.196
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BOS,NBA,,416,13385,21.6,0.539,0.61,NA,NA,NA,NA,NA,64.4,11.1,75.5,0.214
3 seasons,NA,STL,NBA,,158,4686,17.1,0.487,0.455,NA,NA,NA,NA,NA,10.3,4.1,14.4,0.147
1 season,NA,STB,NBA,,67,NA,NA,0.485,0.599,NA,NA,NA,NA,NA,9.7,0.9,10.6,NA
