,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1950-51,22,BOS,NBA,,9,,5,8,,,2,23
1951-52,23,BOS,NBA,,14,18,8,8,,6,6,36
1952-53,24,BOS,NBA,,10,,11,15,,,6,25
1953-54,25,BOS,NBA,,4,8,4,5,,7,4,12
1954-55,26,BOS,NBA,,9,,9,,,,5,23
1955-56,27,BOS,NBA,,6,14,4,5,,3,2,16
1956-57,28,STL,NBA,,7,16,14,16,,,6,24
1957-58,29,STL,NBA,,8,16,6,10,,,5,19
Career,,,,,14,,14,,,,6,36
6 Seasons,,BOS,NBA,,14,,11,,,,6,36
2 Seasons,,STL,NBA,,8,16,14,16,,,6,24
