Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1950-51,22,BOS,NBA,,2,NA,NA,0.511,0.444,NA,NA,NA,NA,NA,0.3,0.1,0.4,NA
1951-52,23,BOS,NBA,C,3,129,25.4,0.61,0.388,NA,NA,NA,20.9,NA,0.6,0.1,0.7,0.251
1952-53,24,BOS,NBA,C,6,278,18,0.533,0.761,NA,NA,NA,17.9,NA,0.7,0.1,0.8,0.139
1953-54,25,BOS,NBA,C,5,127,12.7,0.451,0.591,NA,NA,NA,32.6,NA,0.1,0.1,0.2,0.063
1954-55,26,BOS,NBA,C,7,283,18.1,0.544,0.581,NA,NA,NA,17.5,NA,0.8,-0.1,0.7,0.126
1955-56,27,BOS,NBA,C,3,73,14.3,0.445,0.367,NA,NA,NA,11.6,NA,0,0.1,0.2,0.1
1956-57,28,STL,NBA,PF,10,297,15.5,0.502,0.679,NA,NA,NA,11.8,NA,0.7,0.1,0.8,0.131
1957-58,29,STL,NBA,C,11,227,17.2,0.486,0.562,NA,NA,NA,12.2,NA,0.5,0.1,0.6,0.128
Career,NA,,NBA,,47,1414,17.4,0.517,0.583,NA,NA,NA,16.9,NA,3.9,0.5,4.4,0.134
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BOS,NBA,,26,890,18,0.531,0.555,NA,NA,NA,19.8,NA,2.6,0.3,3,0.137
2 seasons,NA,STL,NBA,,21,524,16.2,0.495,0.626,NA,NA,NA,12,NA,1.2,0.2,1.4,0.129
