,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,21,STB,NBA,,14,,15,17,,,,35
1950-51,22,BOS,NBA,,14,,13,16,,,,36
1951-52,23,BOS,NBA,,11,,16,16,,,5,35
1952-53,24,BOS,NBA,,18,,17,,,,,46
1953-54,25,BOS,NBA,,13,,12,16,,,,35
1954-55,26,BOS,NBA,,13,,17,,,,5,37
1955-56,27,BOS,NBA,,11,,18,19,,,6,31
1956-57,28,STL,NBA,,11,,16,24,,,6,36
1957-58,29,STL,NBA,,12,,11,15,,,6,29
1958-59,30,STL,NBA,,4,13,4,7,,,6,12
Career,,,,,18,,18,,,,,46
6 Seasons,,BOS,NBA,,18,,18,,,,,46
3 Seasons,,STL,NBA,,12,,16,24,,,6,36
1 Season,,STB,NBA,,14,,15,17,,,,35
