Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,22,BOS,NBA,,2,NA,NA,NA,NA,0.472,NA,NA,0.625,NA,NA,NA,NA
1951-52,23,BOS,NBA,C,3,NA,129,7.5,13.7,0.551,4.5,5.3,0.842,9.2,3.1,3.1,19.5
1952-53,24,BOS,NBA,C,6,NA,278,4,9.2,0.437,5.1,7,0.722,7.5,2.7,3,13.1
1953-54,25,BOS,NBA,C,5,NA,127,2.3,6.2,0.364,2.6,3.7,0.692,6,6,4,7.1
1954-55,26,BOS,NBA,C,7,NA,283,5.5,11.8,0.462,5.2,6.9,0.759,6.6,4.1,2.7,16.2
1955-56,27,BOS,NBA,C,3,NA,73,5.9,14.8,0.4,3.5,5.4,0.636,7.4,2.5,3,15.3
1956-57,28,STL,NBA,PF,10,NA,297,5.3,13.2,0.404,6.5,9,0.73,7.5,2.7,4.7,17.2
1957-58,29,STL,NBA,C,11,NA,227,5.7,14.1,0.404,5.7,7.9,0.72,9.8,2.9,3.6,17.1
Career,NA,,NBA,,47,NA,1414,5.1,11.8,0.437,5.1,7,0.729,7.7,3.3,3.5,15.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BOS,NBA,,26,NA,890,4.9,10.7,0.458,4.5,6.1,0.731,7.2,3.6,3,14.3
2 seasons,NA,STL,NBA,,21,NA,524,5.5,13.6,0.404,6.2,8.5,0.726,8.5,2.7,4.3,17.2
