Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986-87,25,ATL,NBA,PF,9,0,162,8.7,12.4,0.696,0,0,NA,8.7,12.4,0.696,5.8,7.1,0.813,2.4,3.6,6,2.9,0.7,1.8,2.2,8,23.1
1987-88,26,ATL,NBA,PF,12,0,210,6.2,11.7,0.529,0,0.2,0,6.2,11.5,0.537,1.5,2.4,0.643,2.1,5,7,2.6,0.7,2.9,1.7,8.1,13.9
1988-89,27,ATL,NBA,PF,5,0,81,5.8,9.3,0.619,0,0,NA,5.8,9.3,0.619,3.6,4.9,0.727,2.2,1.3,3.6,3.1,0,1.8,1.8,5.8,15.1
1991-92,30,SAS,NBA,PF,3,3,109,7.9,14.5,0.545,0.3,0.7,0.5,7.6,13.9,0.548,3.3,5.3,0.625,2.6,5,7.6,1,0.7,3.6,1.3,4.6,19.5
1992-93,31,SAS,NBA,PF,8,8,171,8.2,15.6,0.527,0,0,NA,8.2,15.6,0.527,1.3,2.1,0.6,2.7,5.3,8,1.9,0.6,1.9,1.5,5.9,17.7
1993-94,32,SAS,NBA,PF,3,0,37,4.9,10.7,0.455,0,0,NA,4.9,10.7,0.455,7.8,8.8,0.889,1,0,1,2.9,1,1.9,0,6.8,17.5
1994-95,33,UTA,NBA,C,5,0,114,4.4,9.8,0.452,0,0,NA,4.4,9.8,0.452,6.3,7.6,0.833,0.9,3.8,4.7,2.2,0.9,1.6,1.3,8.2,15.2
1995-96,34,UTA,NBA,SF,18,0,339,4.9,10.3,0.474,0,0,NA,4.9,10.3,0.474,1.8,2.7,0.68,1.2,2.4,3.6,2.2,0.4,1.5,1.7,7,11.6
1996-97,35,UTA,NBA,PF,20,0,280,5.1,10.7,0.482,0,0,NA,5.1,10.7,0.482,2.3,3.1,0.75,1.4,3.7,5.1,1.3,0.8,1.2,2.3,8.2,12.6
1997-98,36,UTA,NBA,PF,20,0,292,5.1,11.1,0.456,0,0,NA,5.1,11.1,0.456,0.7,1,0.75,2,3.1,5.1,1.4,0.1,1.5,1.1,7.8,10.8
1998-99,37,HOU,NBA,PF,4,0,37,3.9,10.7,0.364,0,0,NA,3.9,10.7,0.364,0,0,NA,2.9,3.9,6.8,3.9,0,1,3.9,18.5,7.8
Career,NA,,NBA,,107,11,1832,5.9,11.5,0.514,0,0.1,0.333,5.9,11.5,0.515,2.5,3.4,0.74,1.8,3.6,5.4,2,0.5,1.8,1.7,7.5,14.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,UTA,NBA,,63,0,1025,5,10.6,0.468,0,0,NA,5,10.6,0.468,2.1,2.8,0.753,1.4,3.1,4.6,1.7,0.5,1.4,1.7,7.7,12
3 seasons,NA,ATL,NBA,,26,0,453,7,11.5,0.607,0,0.1,0,7,11.4,0.611,3.4,4.5,0.754,2.2,3.8,6,2.8,0.6,2.3,1.9,7.6,17.4
3 seasons,NA,SAS,NBA,,14,11,317,7.7,14.6,0.527,0.1,0.2,0.5,7.6,14.4,0.528,2.7,4,0.686,2.5,4.5,7,1.7,0.7,2.5,1.2,5.6,18.3
1 season,NA,HOU,NBA,,4,0,37,3.9,10.7,0.364,0,0,NA,3.9,10.7,0.364,0,0,NA,2.9,3.9,6.8,3.9,0,1,3.9,18.5,7.8
