Season,Team,Lg,Salary
1985-86,Atlanta Hawks,NBA,"$335,000"
1987-88,Atlanta Hawks,NBA,"$400,000"
1988-89,Atlanta Hawks,NBA,"$460,000"
1990-91,Sacramento Kings,NBA,"$610,000"
1991-92,San Antonio Spurs,NBA,"$1,263,000"
1992-93,San Antonio Spurs,NBA,"$1,233,000"
1993-94,San Antonio Spurs,NBA,"$1,353,000"
1994-95,Utah Jazz,NBA,"$666,600"
1995-96,Utah Jazz,NBA,"$2,525,000"
1996-97,Utah Jazz,NBA,"$2,300,000"
1997-98,Utah Jazz,NBA,"$1,600,000"
1999-00,Vancouver Grizzlies,NBA,"$1,000,000"
Career,(may be incomplete),,"$13,745,600"
