,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,26,TOT,NBA,PG,6,91,100%,,,,,-13.4,-15.8,3,2,4,0,3,1,23,0,2
2011-12,26,SAS,NBA,PG,2,19,100%,,,,,-13.9,-21.9,0,1,0,0,0,0,3,0,0
2011-12,26,TOR,NBA,PG,4,72,100%,,,,,-13.3,-9.8,3,1,4,0,3,1,20,0,2
2012-13,27,DAL,NBA,PG,2,4,100%,,,,,-50.0,-49.4,0,0,0,0,0,0,0,0,0
Career,,,NBA,,8,95,100%,,,,,-14.9,-17.2,3,2,4,0,3,1,23,0,2
,,,,,,,,,,,,,,,,,,,,,,
1 season,,TOR,NBA,,4,72,100%,,,,,-13.3,-9.8,3,1,4,0,3,1,20,0,2
1 season,,DAL,NBA,,2,4,100%,,,,,-50.0,-49.4,0,0,0,0,0,0,0,0,0
1 season,,SAS,NBA,,2,19,100%,,,,,-13.9,-21.9,0,1,0,0,0,0,3,0,0
