,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,19,UTA,NBA,C,66,874,,,,1%,99%,-8.5,-12.4,6,24,46,7,55,2,18,13,37
2012-13,20,UTA,NBA,C,70,1078,,,,5%,95%,+4.9,+7.1,22,28,50,29,56,2,69,13,43
2013-14,21,UTA,NBA,C,80,2138,,,,3%,97%,-12.2,-9.2,34,42,120,40,84,5,181,20,73
2014-15,22,TOT,NBA,C,75,2135,,,,30%,70%,-1.7,-4.0,32,48,80,34,113,3,135,31,75
2014-15,22,UTA,NBA,C,49,1326,,,,23%,77%,-3.7,-5.8,22,25,53,24,57,1,65,17,46
2014-15,22,OKC,NBA,C,26,809,,,,42%,58%,+1.1,-1.2,10,23,27,10,56,2,70,14,29
2015-16,23,OKC,NBA,C,82,1721,,,,7%,93%,+3.3,-7.0,19,34,91,34,121,1,82,30,79
2016-17,24,OKC,NBA,C,72,1533,,,,26%,74%,+0.4,-0.1,29,52,83,20,134,3,169,31,91
2017-18,25,NYK,NBA,C,71,1830,,,,,100%,-5.0,-2.0,35,37,109,26,83,1,241,25,67
2018-19,26,TOT,NBA,C,67,1640,,,,11%,89%,-6.3,-4.6,29,41,97,24,89,4,273,30,58
2018-19,26,NYK,NBA,C,44,1128,,,,4%,96%,-10.3,-1.5,22,26,57,16,58,4,198,19,38
2018-19,26,POR,NBA,C,23,512,,,,26%,74%,+2.7,-1.3,7,15,40,8,31,0,75,11,20
2019-20,27,BOS,NBA,C,51,891,,,,,100%,+8.2,+2.4,14,10,51,13,41,1,114,11,32
Career,,,NBA,,634,13840,,,,11%,89%,-2.7,-3.8,220,316,727,227,776,22,1282,204,555
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,UTA,NBA,,265,5416,,,,8%,92%,-6.1,-5.7,84,119,269,100,252,10,333,63,199
3 seasons,,OKC,NBA,,180,4063,,,,21%,79%,+1.7,-3.2,58,109,201,64,311,6,321,75,199
2 seasons,,NYK,NBA,,115,2958,,,,2%,98%,-7.0,-1.8,57,63,166,42,141,5,439,44,105
1 season,,BOS,NBA,,51,891,,,,,100%,+8.2,+2.4,14,10,51,13,41,1,114,11,32
1 season,,POR,NBA,,23,512,,,,26%,74%,+2.7,-1.3,7,15,40,8,31,0,75,11,20
