Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1960-61,24,SYR,NBA,SF,68,,11.8,1.9,5.2,.370,,,,1.9,5.2,.370,.370,0.9,1.5,.596,,,3.6,0.6,,1.8,4.7
1961-62,25,SYR,NBA,PF,80,,20.5,3.0,7.7,.393,,,,3.0,7.7,.393,.393,1.6,2.4,.665,,,6.7,0.6,,2.9,7.7
1962-63,26,SYR,NBA,PF,33,,14.1,2.2,5.9,.372,,,,2.2,5.9,.372,.372,1.1,1.5,.686,,,4.7,0.5,,2.0,5.5
1963-64,27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1964-65,28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1965-66,29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1966-67,30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1967-68,31,KEN,ABA,SF,37,,15.2,1.5,3.9,.370,0.0,0.1,.333,1.4,3.9,.371,.373,0.8,1.4,.560,,,3.8,0.4,0.8,1.7,3.7
Career,NA,,TOT,,218,,15.9,2.3,6.0,.381,0.0,0.1,.333,2.3,6.0,.381,.381,1.2,1.8,.637,,,4.9,0.6,0.8,2.2,5.8
,NA,,NBA,,181,,16.1,2.5,6.4,.383,,,,2.5,6.4,.383,.383,1.2,1.9,.648,,,5.2,0.6,,2.3,6.2
,NA,,ABA,,37,,15.2,1.5,3.9,.370,0.0,0.1,.333,1.4,3.9,.371,.373,0.8,1.4,.560,,,3.8,0.4,0.8,1.7,3.7
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,NA,SYR,NBA,,181,,16.1,2.5,6.4,.383,,,,2.5,6.4,.383,.383,1.2,1.9,.648,,,5.2,0.6,,2.3,6.2
1 season,NA,KEN,ABA,,37,,15.2,1.5,3.9,.370,0.0,0.1,.333,1.4,3.9,.371,.373,0.8,1.4,.560,,,3.8,0.4,0.8,1.7,3.7
