Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1960-61,24,SYR,NBA,SF,68,800,9.9,0.406,NA,0.296,NA,NA,NA,NA,NA,NA,NA,-0.6,0.8,0.2,0.014
1961-62,25,SYR,NBA,PF,80,1642,10.3,0.437,NA,0.313,NA,NA,NA,NA,NA,NA,NA,-0.2,2.2,1.9,0.056
1962-63,26,SYR,NBA,PF,33,466,10.1,0.414,NA,0.26,NA,NA,NA,NA,NA,NA,NA,-0.5,0.5,0,0.004
1967-68,31,KEN,ABA,SF,37,564,6.7,0.408,0.021,0.342,NA,NA,10.7,3.5,15.2,13.3,NA,-0.4,0.6,0.2,0.019
Career,NA,,TOT,,218,3472,9.6,0.422,0.002,0.304,NA,NA,10.7,3.5,15.2,13.3,NA,-1.7,4.1,2.4,0.033
,NA,,NBA,,181,2908,10.2,0.424,NA,0.299,NA,NA,NA,NA,NA,NA,NA,-1.3,3.5,2.2,0.036
,NA,,ABA,,37,564,6.7,0.408,0.021,0.342,NA,NA,10.7,3.5,15.2,13.3,NA,-0.4,0.6,0.2,0.019
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SYR,NBA,,181,2908,10.2,0.424,NA,0.299,NA,NA,NA,NA,NA,NA,NA,-1.3,3.5,2.2,0.036
1 season,NA,KEN,ABA,,37,564,6.7,0.408,0.021,0.342,NA,NA,10.7,3.5,15.2,13.3,NA,-0.4,0.6,0.2,0.019
