Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1960-61,24,SYR,NBA,SF,68,NA,800,130,351,0.37,NA,NA,NA,130,351,0.37,0.37,62,104,0.596,NA,NA,243,43,NA,125,322
1961-62,25,SYR,NBA,PF,80,NA,1642,243,619,0.393,NA,NA,NA,243,619,0.393,0.393,129,194,0.665,NA,NA,538,50,NA,230,615
1962-63,26,SYR,NBA,PF,33,NA,466,73,196,0.372,NA,NA,NA,73,196,0.372,0.372,35,51,0.686,NA,NA,155,16,NA,66,181
1967-68,31,KEN,ABA,SF,37,NA,564,54,146,0.37,1,3,0.333,53,143,0.371,0.373,28,50,0.56,NA,NA,139,14,30,64,137
Career,NA,,TOT,,218,NA,3472,500,1312,0.381,1,3,0.333,499,1309,0.381,0.381,254,399,0.637,NA,NA,1075,123,30,485,1255
,NA,,NBA,,181,NA,2908,446,1166,0.383,NA,NA,NA,446,1166,0.383,0.383,226,349,0.648,NA,NA,936,109,NA,421,1118
,NA,,ABA,,37,NA,564,54,146,0.37,1,3,0.333,53,143,0.371,0.373,28,50,0.56,NA,NA,139,14,30,64,137
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SYR,NBA,,181,NA,2908,446,1166,0.383,NA,NA,NA,446,1166,0.383,0.383,226,349,0.648,NA,NA,936,109,NA,421,1118
1 season,NA,KEN,ABA,,37,NA,564,54,146,0.37,1,3,0.333,53,143,0.371,0.373,28,50,0.56,NA,NA,139,14,30,64,137
