Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,25,LAS,ABA,PF,1,NA,20:00,3,8,0.375,0,0,NA,0,0,NA,3,7,2,NA,NA,3,2,6
Career,NA,,ABA,,1,NA,20,3,8,0.375,0,0,NA,0,0,NA,3,7,2,NA,NA,3,2,6
