,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,24,ANA,ABA,,14,,1,,,,15,18,,,,,,,,,33
1968-69,25,LAS,ABA,,11,,0,,,,11,16,,,,,,,,,29
1969-70,26,TOT,ABA,,14,,1,,,,12,15,,,,,,,,,32
1969-70,26,LAS,ABA,,14,,1,,,,9,12,,,,,,,,,32
1969-70,26,PTP,ABA,,10,,0,,,,12,15,,,,,,,,,28
1970-71,27,FLO,ABA,,12,,0,,,,14,17,,,,,,,,,34
1971-72,28,TOT,ABA,,12,,0,,,,9,12,,,,,,,,,31
1971-72,28,CAR,ABA,,11,,0,,,,9,12,,,,,,,,,31
1971-72,28,MMP,ABA,,12,,0,,,,9,9,,,,,,,,,27
1972-73,29,MMT,ABA,,11,,0,,,,9,13,,,,,,,,,28
Career,,,,,14,,1,,,,15,18,,,,,,,,,34
3 Seasons,,"ANA,LAS",ABA,,14,,1,,,,15,18,,,,,,,,,33
2 Seasons,,"MMP,MMT",ABA,,12,,0,,,,9,13,,,,,,,,,28
1 Season,,FLO,ABA,,12,,0,,,,14,17,,,,,,,,,34
1 Season,,CAR,ABA,,11,,0,,,,9,12,,,,,,,,,31
1 Season,,PTP,ABA,,10,,0,,,,12,15,,,,,,,,,28
