Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2003-04,27,DEN,NBA,SG,5,121,23.5,0.507,0.222,0.111,5.2,6.3,5.7,28.9,2.2,0.6,8.3,26.3,NA,0.4,0,0.4,0.171,NA,6.3,1,7.3,0.3
2004-05,28,DEN,NBA,PG,5,152,12.5,0.465,0.103,0.279,1.5,2.4,1.9,25.4,1.4,0.5,10.5,26.2,NA,-0.1,0.1,0,-0.009,NA,0.4,-1.6,-1.1,0
2005-06,29,DEN,NBA,PG,5,140,11.2,0.414,0.322,0.288,2.1,3.8,2.9,26.3,1.5,0,4.3,21.8,NA,0,0.2,0.1,0.05,NA,0.5,-0.3,0.2,0.1
Career,NA,,NBA,,15,413,15.3,0.462,0.211,0.226,2.8,4,3.3,26.7,1.7,0.4,7.9,24.7,NA,0.3,0.2,0.5,0.063,NA,2.2,-0.4,1.8,0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DEN,NBA,,15,413,15.3,0.462,0.211,0.226,2.8,4,3.3,26.7,1.7,0.4,7.9,24.7,NA,0.3,0.2,0.5,0.063,NA,2.2,-0.4,1.8,0.4
