Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6,7,8,9,10,11,12,13
Earl Boykins,,6,4.5,4.1,3.5,2.9,2.3,1,1,0.8,0.3,0.1,0,-0.3
Jodie Meeks,90.3,5.1,4.5,4.1,3.1,3,2,1.1,0.9,0.3,0.1,NA,NA,NA
Kevin Grevey,90.2,5.8,4.4,3.6,3.4,3.3,2.1,2,1,0.7,0.1,NA,NA,NA
Pooh Richardson,89.5,5.9,4.4,4.1,4,3.8,2.1,1.4,1,0.2,-0.1,NA,NA,NA
Vernon Maxwell,88.4,5.9,3.9,3.9,3.5,2.8,1.9,1.6,1.5,0.9,0.8,0.8,0,0
Ramon Sessions,88.4,5.6,4.4,4.3,3.8,3.7,2.9,1.1,1.1,0.9,0.7,0.3,NA,NA
Hubert Davis,88.2,5.6,4.8,4.2,3.4,2.5,2.2,1.7,1.6,1.2,0.5,0.1,-0.1,NA
Craig Hodges,87.9,6,5.3,4.3,2.9,2.6,2.4,1.7,0.8,0.8,0.5,NA,NA,NA
Tyreke Evans,87.4,5.4,4.6,4.4,4.2,3.1,2.7,1.6,1.4,0.7,0.3,NA,NA,NA
Matt Guokas,86.7,5.2,4.7,4.3,4.2,2.5,2.3,1.5,1.2,0.5,0.3,NA,NA,NA
Henry Bibby,86.3,4.7,4.1,3.7,3.4,2.9,2.3,1.5,1,1,NA,NA,NA,NA
