Season,Team,Lg,Salary
1993-94,Portland Trail Blazers,NBA,"$650,000"
1994-95,Portland Trail Blazers,NBA,"$845,000"
1995-96,Portland Trail Blazers,NBA,"$1,040,000"
1996-97,Minnesota Timberwolves,NBA,"$1,235,000"
1997-98,Los Angeles Clippers,NBA,"$1,500,000"
1998-99,Los Angeles Clippers,NBA,"$1,800,000"
1998-99,Minnesota Timberwolves,NBA,"$537,500"
1999-00,Los Angeles Clippers,NBA,"$1,866,667"
1999-00,Minnesota Timberwolves,NBA,"$510,000"
2000-01,Los Angeles Clippers,NBA,"$1,870,000"
Career,(may be incomplete),,"$11,854,167"
