Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Tommie Bowens,,1.2,1.1,0.5
Jason Kapono,91.7,1.3,1.2,0.5
Steve Green,89.1,1.2,1.1,0.7
Frank Brickowski,88.0,1.1,1,0.4
Bo Ellis,87.5,1.1,0.9,0.5
Donyell Marshall,86.4,1.3,1.3,0.3
Bill Willoughby,85.6,1.2,1.1,0.9
Hilton Armstrong,84.4,1.5,1.2,0.5
James Michael McAdoo,84.1,1.1,0.8,0.5
Skal Labissière,82.6,1.4,1.3,0.3
Chris Crawford,81.4,1.3,0.9,0.6
