Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,27,DNR,ABA,PF,67,NA,1287,5,12.7,0.391,0,0.1,0.5,4.9,12.6,0.39,1.5,2.5,0.611,NA,NA,10.5,1.1,2.3,4.4,11.5
1968-69,28,NYA,ABA,PF,76,NA,1550,4.3,10.5,0.411,0,0.1,0,4.3,10.5,0.413,1.9,3,0.648,3.7,6.9,10.6,1.2,2.6,5.5,10.6
1969-70,29,NOB,ABA,PF,68,NA,753,5.3,12,0.438,0,0,NA,5.3,12,0.438,2.2,3,0.758,3.5,5,8.5,2,2.4,7,12.8
Career,NA,,ABA,,211,NA,3590,4.7,11.6,0.409,0,0.1,0.2,4.7,11.6,0.41,1.9,2.8,0.661,3.6,6.3,10.1,1.3,2.5,5.4,11.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NYA,ABA,,76,NA,1550,4.3,10.5,0.411,0,0.1,0,4.3,10.5,0.413,1.9,3,0.648,3.7,6.9,10.6,1.2,2.6,5.5,10.6
1 season,NA,NOB,ABA,,68,NA,753,5.3,12,0.438,0,0,NA,5.3,12,0.438,2.2,3,0.758,3.5,5,8.5,2,2.4,7,12.8
1 season,NA,DNR,ABA,,67,NA,1287,5,12.7,0.391,0,0.1,0.5,4.9,12.6,0.39,1.5,2.5,0.611,NA,NA,10.5,1.1,2.3,4.4,11.5
