,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1987-88,23,TOT,NBA,,6,11,0,1,6,11,5,6,7,11,14,4,2,2,4,6,17,16.8
1987-88,23,MIL,NBA,,2,8,0,0,2,8,2,2,4,2,4,2,0,0,1,2,5,3.7
1987-88,23,GSW,NBA,,6,11,0,1,6,11,5,6,7,11,14,4,2,2,4,6,17,16.8
1988-89,24,CHH,NBA,,7,14,1,1,7,14,6,6,4,10,14,4,2,3,5,6,16,14.5
1989-90,25,CHH,NBA,,3,7,0,0,3,7,3,3,5,4,8,2,1,1,2,5,8,10.0
1990-91,26,TOT,NBA,,2,6,0,1,2,5,4,6,3,3,5,1,1,1,2,3,6,6.1
1990-91,26,CHH,NBA,,2,6,0,1,2,5,3,4,3,3,5,1,1,1,2,3,5,6.1
1990-91,26,PHI,NBA,,2,2,0,1,2,2,4,6,1,3,3,0,1,0,1,2,6,5.5
1991-92,27,PHI,NBA,,2,3,0,0,2,3,1,2,1,3,4,2,0,0,2,3,5,4.3
1992-93,28,NJN,NBA,,1,1,0,0,1,1,0,2,1,3,4,0,0,0,0,1,2,2.1
Career,,,,,7,14,1,1,7,14,6,6,7,11,14,4,2,3,5,6,17,16.8
3 Seasons,,CHH,NBA,,7,14,1,1,7,14,6,6,5,10,14,4,2,3,5,6,16,14.5
1 Season,,GSW,NBA,,6,11,0,1,6,11,5,6,7,11,14,4,2,2,4,6,17,16.8
2 Seasons,,PHI,NBA,,2,3,0,1,2,3,4,6,1,3,4,2,1,0,2,3,6,5.5
1 Season,,MIL,NBA,,2,8,0,0,2,8,2,2,4,2,4,2,0,0,1,2,5,3.7
1 Season,,NJN,NBA,,1,1,0,0,1,1,0,2,1,3,4,0,0,0,0,1,2,2.1
