Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,23,IND,NBA,PG,56,2,865,6,14.7,0.41,2.5,7.2,0.345,3.5,7.5,0.472,2.5,3.1,0.8,0.5,3.2,3.7,4.4,1.5,0.1,2.5,2.2,17.1
2010-11,24,IND,NBA,PG,50,0,795,5.2,14.5,0.356,1.9,6.7,0.275,3.3,7.7,0.427,2.4,3.7,0.667,0.7,2.5,3.3,5,1.3,0,2.4,2.8,14.6
2011-12,25,IND,NBA,PG,44,1,568,3.7,11,0.339,1.6,5.6,0.295,2.1,5.5,0.384,1.8,2.2,0.8,0.8,3,3.9,5.5,1.3,0.1,2,1.9,10.9
2012-13,26,WAS,NBA,PG,57,22,1278,4.5,11.6,0.39,2,5.6,0.35,2.6,6,0.427,1.4,1.7,0.79,0.6,2.6,3.2,5.8,0.9,0.1,1.8,2.1,12.4
2013-14,27,MIN,NBA,SG,28,0,99,6.9,16.7,0.413,2.2,8,0.273,4.7,8.7,0.542,0,0.7,0,0.4,3.3,3.6,4.7,0.4,0,2.5,1.8,16
2014-15,28,TOT,NBA,PG,26,0,324,5.7,15.2,0.372,1.7,6.3,0.263,4,8.9,0.45,1.8,2.7,0.667,0.7,2.9,3.6,5.1,0.8,0,1.6,1.7,14.8
2014-15,28,IND,NBA,PG,10,0,193,7.3,16.6,0.438,2.8,7.3,0.385,4.5,9.3,0.48,2.2,3.4,0.667,0.4,2.2,2.6,5,0.7,0,1.9,1.7,19.6
2014-15,28,CLE,NBA,PG,11,0,87,3.7,14.1,0.265,0,4.6,0,3.7,9.5,0.391,1.7,2.5,0.667,1.7,4.6,6.2,5.4,1.2,0,1.2,0.4,9.1
2014-15,28,PHO,NBA,PG,5,0,44,2.5,11.5,0.214,0,5.7,0,2.5,5.7,0.429,0,0,NA,0,2.5,2.5,4.9,0,0,0.8,4.1,4.9
Career,NA,,NBA,,261,25,3929,5,13.2,0.38,2,6.3,0.316,3,6.9,0.439,1.9,2.6,0.742,0.6,2.8,3.5,5.2,1.1,0.1,2.1,2.2,14
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,IND,NBA,,160,3,2421,5.3,13.9,0.381,2.1,6.7,0.316,3.2,7.2,0.441,2.3,3.1,0.737,0.6,2.9,3.5,4.9,1.3,0.1,2.3,2.3,15
1 season,NA,WAS,NBA,,57,22,1278,4.5,11.6,0.39,2,5.6,0.35,2.6,6,0.427,1.4,1.7,0.79,0.6,2.6,3.2,5.8,0.9,0.1,1.8,2.1,12.4
1 season,NA,MIN,NBA,,28,0,99,6.9,16.7,0.413,2.2,8,0.273,4.7,8.7,0.542,0,0.7,0,0.4,3.3,3.6,4.7,0.4,0,2.5,1.8,16
1 season,NA,CLE,NBA,,11,0,87,3.7,14.1,0.265,0,4.6,0,3.7,9.5,0.391,1.7,2.5,0.667,1.7,4.6,6.2,5.4,1.2,0,1.2,0.4,9.1
1 season,NA,PHO,NBA,,5,0,44,2.5,11.5,0.214,0,5.7,0,2.5,5.7,0.429,0,0,NA,0,2.5,2.5,4.9,0,0,0.8,4.1,4.9
