,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1955-56,22,ROC,NBA,,12,,17,20,,,6,36
1956-57,23,ROC,NBA,,13,,9,13,,,6,33
1957-58,24,CIN,NBA,,13,,12,17,,,6,28
Career,,,,,13,,17,20,,,6,36
