,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,23,ORL,NBA,PF,75,1249,,,9%,84%,7%,-6.8,+1.3,23,23,63,13,48,3,102,14,21
2013-14,24,ORL,NBA,PF,76,1174,,,,77%,24%,-6.7,-1.3,10,13,72,13,26,4,63,9,13
2014-15,25,ORL,NBA,PF,40,492,,,,90%,10%,-8.6,-2.9,11,5,21,7,10,1,52,3,2
2015-16,26,ORL,NBA,PF,56,823,,,,93%,7%,+1.2,+3.6,9,13,26,13,27,1,65,10,8
2016-17,27,TOT,NBA,PF,38,342,,,,72%,28%,-18.8,-17.2,3,7,23,3,7,0,24,4,3
2016-17,27,WAS,NBA,PF,28,231,,,,83%,17%,-13.3,-15.9,1,4,15,2,6,0,16,4,3
2016-17,27,BRK,NBA,PF,10,111,,,,50%,50%,-30.9,-25.1,2,3,8,1,1,0,8,0,0
Career,,,NBA,,285,4080,,,3%,83%,14%,-6.4,-1.0,56,61,205,49,118,9,306,40,47
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,ORL,NBA,,247,3738,,,3%,84%,12%,-5.3,+0.4,53,54,182,46,111,9,282,36,44
1 season,,WAS,NBA,,28,231,,,,83%,17%,-13.3,-15.9,1,4,15,2,6,0,16,4,3
1 season,,BRK,NBA,,10,111,,,,50%,50%,-30.9,-25.1,2,3,8,1,1,0,8,0,0
