,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,26,FTW,BAA,,7,,7,8,,,,17
1949-50,27,BLB,NBA,,0,,2,2,,,,2
Career,,,TOT,,7,,7,8,,,,17
,,,NBA,,0,,2,2,,,,2
,,,BAA,,7,,7,8,,,,17
,,,,,,,,,,,,
1 Season,,FTW,BAA,,7,,7,8,,,,17
1 Season,,BLB,NBA,,0,,2,2,,,,2
