Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Kaniel Dickens,,0,0,0,NA
Doug Edwards,-10.2,0.2,0.1,0,NA
Jackie Robinson,-11.6,0.2,0.1,0,NA
Luke Jackson,-16.1,0.1,0.1,0,0
Ben Davis,-18.7,0.1,0.1,0,0
Dennis Bell,-19.3,0.1,0,0,NA
Easy Parham,-19.7,0.3,0.1,0,NA
Alando Tucker,-21.3,0.2,0.1,0,NA
Pops Mensah-Bonsu,-33.5,0.3,0,0,0
Jordan Mickey,-35.4,0.3,0.1,0.1,NA
Bob Bigelow,-39.4,0.4,0,0,0
