Season,Team,Lg,Salary
1988-89,Charlotte Hornets,NBA,"$150,000"
1990-91,Golden State Warriors,NBA,"$405,000"
1991-92,Golden State Warriors,NBA,"$506,000"
1992-93,Golden State Warriors,NBA,"$606,000"
1993-94,Los Angeles Clippers,NBA,"$650,000"
1994-95,Charlotte Hornets,NBA,"$325,000"
Career,(may be incomplete),,"$2,642,000"
