,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1988-89,23,CHH,NBA,,4,7,0,2,4,5,3,4,2,3,4,2,1,2,1,4,8,8.5
1989-90,24,GSW,NBA,,10,14,1,2,10,14,10,12,8,10,15,4,2,2,4,5,27,24.4
1990-91,25,GSW,NBA,,8,14,2,3,8,14,6,8,6,8,12,9,2,4,5,6,19,17.5
1991-92,26,GSW,NBA,,4,9,1,1,4,9,5,6,6,4,8,4,2,2,3,5,9,6.9
1992-93,27,ORL,NBA,,10,18,2,2,10,18,10,13,7,10,16,4,3,2,6,6,24,22.4
1993-94,28,LAC,NBA,,7,11,1,2,6,11,4,4,5,11,16,3,2,3,5,5,17,11.3
1994-95,29,CHH,NBA,,2,4,0,1,2,4,2,2,2,2,4,2,0,0,1,4,4,4.0
Career,,,,,10,18,2,3,10,18,10,13,8,11,16,9,3,4,6,6,27,24.4
3 Seasons,,GSW,NBA,,10,14,2,3,10,14,10,12,8,10,15,9,2,4,5,6,27,24.4
1 Season,,ORL,NBA,,10,18,2,2,10,18,10,13,7,10,16,4,3,2,6,6,24,22.4
1 Season,,LAC,NBA,,7,11,1,2,6,11,4,4,5,11,16,3,2,3,5,5,17,11.3
2 Seasons,,CHH,NBA,,4,7,0,2,4,5,3,4,2,3,4,2,1,2,1,4,8,8.5
