Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1979-80,26,SDC,NBA,SG,1,1,21:00,7,13,0.538,0,0,NA,0,1,0,1,3,5,0,1,5,1,14
Career,NA,,NBA,,1,1,21,7,13,0.538,0,0,NA,0,1,0,1,3,5,0,1,5,1,14
