,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,22,SEA,NBA,,6,,3,4,,,,,,,,15
1975-76,23,SEA,NBA,,2,5,2,2,1,1,1,1,1,0,1,6
Career,,,,,6,,3,4,,,,,,,,15
