,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1964-65,22,SFW,NBA,,10,24,7,10,18,4,6,22
1965-66,23,SFW,NBA,,10,,8,11,,,,22
1966-67,24,CHI,NBA,,10,19,8,14,12,4,6,23
1967-68,25,CHI,NBA,,14,,10,12,,,,32
1968-69,26,TOT,NBA,,12,,8,9,,,,28
1968-69,26,PHO,NBA,,12,24,8,9,13,7,6,28
1968-69,26,DET,NBA,,9,,7,8,,,,22
1969-70,27,DET,NBA,,11,,10,12,,,,28
1970-71,28,TOT,NBA,,8,21,15,15,19,10,6,25
1970-71,28,CLE,NBA,,8,21,15,15,19,10,6,25
1970-71,28,MIL,NBA,,4,13,4,6,10,5,6,11
1971-72,29,TOT,NBA,,5,,3,4,,,,10
1971-72,29,MIL,NBA,,3,,3,3,,,,9
1971-72,29,HOU,NBA,,5,,3,4,,,,10
Career,,,,,14,,15,15,,,,32
2 Seasons,,SFW,NBA,,10,,8,11,,,,22
2 Seasons,,CHI,NBA,,14,,10,14,,,,32
2 Seasons,,DET,NBA,,11,,10,12,,,,28
1 Season,,CLE,NBA,,8,21,15,15,19,10,6,25
2 Seasons,,MIL,NBA,,4,,4,6,,,,11
1 Season,,PHO,NBA,,12,24,8,9,13,7,6,28
1 Season,,HOU,NBA,,5,,3,4,,,,10
