Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1964-65,22,SFW,NBA,SF,78,1731,9.8,0.392,0.303,NA,NA,NA,6.5,NA,-2.3,2.1,-0.3,-0.008
1965-66,23,SFW,NBA,SF,80,1467,12.6,0.484,0.362,NA,NA,NA,4.9,NA,1.1,1.7,2.7,0.09
1966-67,24,CHI,NBA,SF,79,1382,13.5,0.46,0.406,NA,NA,NA,6.2,NA,0.2,1.6,1.8,0.062
1967-68,25,CHI,NBA,SF,76,2100,12.7,0.454,0.294,NA,NA,NA,8.8,NA,-0.3,2,1.7,0.038
1968-69,26,TOT,NBA,SF,81,1620,12.2,0.449,0.296,NA,NA,NA,8,NA,-0.2,0.5,0.4,0.011
1968-69,26,PHO,NBA,SF,31,710,13.2,0.443,0.301,NA,NA,NA,10.1,NA,-0.2,0.2,0,-0.001
1968-69,26,DET,NBA,SF,50,910,11.4,0.455,0.292,NA,NA,NA,6.4,NA,0.1,0.3,0.4,0.02
1969-70,27,DET,NBA,SF,73,1421,13.2,0.519,0.29,NA,NA,NA,8,NA,1.5,0.7,2.1,0.073
1970-71,28,TOT,NBA,SF,86,2254,11.9,0.449,0.332,NA,NA,12.1,12.7,NA,-0.5,1.2,0.7,0.014
1970-71,28,CLE,NBA,SF,58,1839,12.5,0.452,0.336,NA,NA,12.1,13.7,NA,-0.4,0.7,0.4,0.01
1970-71,28,MIL,NBA,SF,28,415,9.2,0.437,0.308,NA,NA,12,8.2,NA,-0.2,0.5,0.3,0.035
1971-72,29,TOT,NBA,SF,27,246,11.8,0.466,0.338,NA,NA,13.8,10.8,NA,0,0.4,0.4,0.085
1971-72,29,MIL,NBA,SF,10,99,11.8,0.436,0.429,NA,NA,16.6,13.9,NA,0,0.2,0.1,0.07
1971-72,29,HOU,NBA,SF,17,147,11.8,0.487,0.279,NA,NA,12,8.7,NA,0.1,0.2,0.3,0.095
Career,NA,,NBA,,580,12221,12.2,0.454,0.324,NA,NA,12.3,8.3,NA,-0.6,10.1,9.5,0.037
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SFW,NBA,,158,3198,11.1,0.431,0.328,NA,NA,NA,5.8,NA,-1.3,3.7,2.5,0.037
2 seasons,NA,CHI,NBA,,155,3482,13,0.456,0.34,NA,NA,NA,7.8,NA,-0.1,3.6,3.4,0.047
2 seasons,NA,DET,NBA,,123,2331,12.5,0.492,0.291,NA,NA,NA,7.3,NA,1.5,1,2.5,0.052
1 season,NA,CLE,NBA,,58,1839,12.5,0.452,0.336,NA,NA,12.1,13.7,NA,-0.4,0.7,0.4,0.01
2 seasons,NA,MIL,NBA,,38,514,9.7,0.437,0.329,NA,NA,12.9,9.3,NA,-0.2,0.7,0.4,0.041
1 season,NA,PHO,NBA,,31,710,13.2,0.443,0.301,NA,NA,NA,10.1,NA,-0.2,0.2,0,-0.001
1 season,NA,HOU,NBA,,17,147,11.8,0.487,0.279,NA,NA,12,8.7,NA,0.1,0.2,0.3,0.095
