Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Harold Ellis,,2.8,0.9,0.9
Bob Wilkerson,92.5,2.9,0.9,0.7
Red Holzman,89.9,2.5,0.8,0.8
Charles Johnson,88.5,2.4,1,0.9
Carlos Delfino,87.6,2.9,1,0.5
Claude Terry,87.2,2.4,1,0.8
Brandon Knight,86.9,2.8,1.3,1.1
Robert Smith,86.4,2.9,1.4,0.8
Butch Carter,86.2,3,1.3,0.9
Anthony Bowie,85.2,2.9,0.7,0.5
Wes Matthews,84.2,2.6,1.3,0.7
