,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,24,CHH,NBA,SF,30,197,,51%,49%,,,-0.5,-3.1,2,3,12,2,7,0,17,0,3
2001-02,25,PHI,NBA,SF,9,41,,1%,94%,6%,,-19.6,-21.8,1,1,3,0,3,0,2,0,2
Career,,,NBA,,39,238,,42%,57%,1%,,-3.8,-6.4,3,4,15,2,10,0,19,0,5
,,,,,,,,,,,,,,,,,,,,,,
1 season,,CHH,NBA,,30,197,,51%,49%,,,-0.5,-3.1,2,3,12,2,7,0,17,0,3
1 season,,PHI,NBA,,9,41,,1%,94%,6%,,-19.6,-21.8,1,1,3,0,3,0,2,0,2
