,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2014-15,19,UTA,NBA,PG,82,1817,.349,18.9,.365,.125,.111,.022,.108,.635,.408,.731,.283,.111,.222,.314,.468,.038,16,.940,.394,.327,1,0
2016-17,21,UTA,NBA,PG,66,1228,.427,12.4,.590,.435,.094,.033,.030,.410,.519,.551,.471,.417,.273,.295,.315,.069,20,.977,.503,.253,2,0
2017-18,22,UTA,NBA,PG,14,235,.483,8.0,.793,.425,.333,.023,.011,.207,.536,.676,.379,.500,.000,.278,.297,.034,3,.800,.389,.286,1,0
2018-19,23,UTA,NBA,PG,42,664,.419,9.0,.743,.444,.266,.025,.008,.257,.464,.551,.297,.667,.500,.290,.337,.066,13,.944,.516,.313,0,0
2019-20,24,TOT,NBA,SG,35,485,.471,11.4,.639,.378,.252,.008,.000,.361,.539,.644,.367,1.000,,.349,.268,.067,7,.800,.302,.231,1,0
2019-20,24,UTA,NBA,SG,11,83,.435,9.1,.739,.261,.435,.043,.000,.261,.471,.500,.400,1.000,,.333,.250,.130,2,1.000,.500,.333,0,0
2019-20,24,CLE,NBA,SG,24,402,.479,11.9,.615,.406,.208,.000,.000,.385,.559,.667,.350,,,.351,.273,.052,5,.769,.270,.200,1,0
Career,,,NBA,,239,4429,.407,13.5,.563,.325,.166,.024,.048,.437,.484,.596,.345,.400,.237,.308,.341,.055,59,.933,.431,.294,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,UTA,NBA,,215,4027,.401,13.6,.558,.319,.162,.027,.052,.442,.477,.589,.344,.400,.237,.305,.349,.056,54,.947,.443,.299,4,0
1 season,,CLE,NBA,,24,402,.479,11.9,.615,.406,.208,.000,.000,.385,.559,.667,.350,,,.351,.273,.052,5,.769,.270,.200,1,0
