Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988-89,24,SAC,NBA,SG,64,21,22,4,8.9,0.45,1,2.5,0.406,3,6.4,0.467,0.507,2,2.6,0.789,0.9,2.2,3.1,1.3,0.6,0.3,1.3,3.1,11
Career,NA,,NBA,,64,21,22,4,8.9,0.45,1,2.5,0.406,3,6.4,0.467,0.507,2,2.6,0.789,0.9,2.2,3.1,1.3,0.6,0.3,1.3,3.1,11
