Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,30,FTW,NBA,NA,4,NA,NA,0.51,0.4,NA,NA,NA,NA,NA,0.3,0.2,0.4,NA
Career,NA,,NBA,NA,4,NA,NA,0.51,0.4,NA,NA,NA,NA,NA,0.3,0.2,0.4,NA
