,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1995-96,18,MICHIGAN,22,438,82,148,,,34,62,,130,12,19,15,53,68,198,.554,,.548,19.9,9.0,5.9,0.5
1996-97,19,MICHIGAN,35,955,190,342,,,80,176,,271,33,40,36,99,117,460,.556,,.455,27.3,13.1,7.7,0.9
1997-98,20,MICHIGAN,34,,224,387,0,1,104,162,,344,88,44,46,,,552,.579,.000,.642,,16.2,10.1,2.6
Career,,,91,1393,496,877,0,1,218,400,,745,133,103,97,152,185,1210,.566,.000,.545,24.4,13.3,8.2,1.5
