,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,23,CLE,NBA,C,70,1212,.497,4.1,.994,.549,.321,.083,.040,.006,.500,.680,.298,.259,.154,.000,.640,.133,35,,.500,.000,0,0
2001-02,24,CHH,NBA,PF,61,678,.426,4.6,.995,.603,.206,.069,.118,.005,.424,.545,.262,.143,.250,1.000,.674,.137,25,1.000,.000,,0,0
2002-03,25,NOH,NBA,C,69,851,.443,5.7,.987,.553,.181,.093,.160,.013,.444,.557,.279,.318,.316,.333,.596,.122,25,.000,.000,,0,0
2003-04,26,NOH,NBA,C,71,942,.505,7.4,.983,.446,.220,.129,.188,.017,.507,.656,.540,.324,.241,.400,.671,.125,34,1.000,.000,,1,0
2004-05,27,CLE,NBA,C,74,1327,.444,8.2,.980,.426,.195,.145,.213,.020,.453,.600,.321,.345,.353,.000,.638,.120,46,,.000,,1,0
Career,,,NBA,,345,5010,.465,6.2,.987,.503,.227,.109,.147,.013,.469,.612,.342,.304,.294,.211,.644,.127,165,.750,.053,.000,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CLE,NBA,,144,2539,.467,6.4,.986,.481,.252,.118,.136,.014,.474,.641,.308,.318,.327,.000,.639,.126,81,,.100,.000,1,0
2 seasons,,NOH,NBA,,140,1793,.477,6.6,.985,.494,.202,.113,.176,.015,.479,.606,.434,.322,.272,.375,.640,.124,59,.667,.000,,1,0
1 season,,CHH,NBA,,61,678,.426,4.6,.995,.603,.206,.069,.118,.005,.424,.545,.262,.143,.250,1.000,.674,.137,25,1.000,.000,,0,0
