,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,23,CLE,NBA,C,70,1212,,,,20%,80%,-3.7,+1.6,16,32,91,25,69,0,139,17,46
2001-02,24,CHH,NBA,PF,61,678,,,4%,77%,19%,-3.8,-5.8,9,11,66,14,38,0,78,6,31
2002-03,25,NOH,NBA,C,69,851,,,,12%,88%,+1.3,-1.3,13,22,78,9,39,0,103,5,26
2003-04,26,NOH,NBA,C,71,942,,,,33%,67%,+1.3,+2.1,14,21,78,14,63,0,104,10,26
2004-05,27,CLE,NBA,C,74,1327,,,,37%,63%,-1.7,-3.7,26,19,122,14,43,0,132,10,40
Career,,,NBA,,345,5010,,,1%,33%,66%,-1.4,-1.2,78,105,435,76,252,0,556,48,169
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CLE,NBA,,144,2539,,,,29%,71%,-2.7,-1.2,42,51,213,39,112,0,271,27,86
2 seasons,,NOH,NBA,,140,1793,,,,23%,77%,+1.3,+0.5,27,43,156,23,102,0,207,15,52
1 season,,CHH,NBA,,61,678,,,4%,77%,19%,-3.8,-5.8,9,11,66,14,38,0,78,6,31
