,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1964-65,22,BAL,NBA,,3,,,,,,2,6,,,,,,,,,7
1967-68,25,MNM,ABA,,17,,1,,,,10,15,,,,,,,,,41
1968-69,26,MMF,ABA,,14,,0,,,,12,15,,,,,,,,,33
1969-70,27,NYA,ABA,,14,,1,,,,11,14,,,,,,,,,36
1970-71,28,TOT,ABA,,14,,2,,,,7,9,,,,,,,,,34
1970-71,28,NYA,ABA,,5,,0,,,,2,4,,,,,,,,,12
1970-71,28,KEN,ABA,,14,,2,,,,7,9,,,,,,,,,34
1971-72,29,KEN,ABA,,15,,1,,,,8,12,,,,,,,,,39
1972-73,30,MMT,ABA,,12,,2,,,,10,11,,,,,,,,,30
Career,,,TOT,,17,,,,,,12,15,,,,,,,,,41
,,,NBA,,3,,,,,,2,6,,,,,,,,,7
,,,ABA,,17,,2,,,,12,15,,,,,,,,,41
,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,"MMF,MNM",ABA,,17,,1,,,,12,15,,,,,,,,,41
2 Seasons,,KEN,ABA,,15,,2,,,,8,12,,,,,,,,,39
2 Seasons,,NYA,ABA,,14,,1,,,,11,14,,,,,,,,,36
1 Season,,MMT,ABA,,12,,2,,,,10,11,,,,,,,,,30
1 Season,,BAL,NBA,,3,,,,,,2,6,,,,,,,,,7
