Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,25,MNM,ABA,PF,1,NA,21:00,2,7,0.286,0,0,NA,3,5,0.6,6,8,1,NA,NA,4,4,7
1968-69,26,MMF,ABA,PF,1,NA,22:00,5,10,0.5,0,0,NA,2,2,1,2,6,0,NA,NA,2,3,12
Career,NA,,ABA,,2,NA,43,7,17,0.412,0,0,NA,5,7,0.714,8,14,1,NA,NA,6,7,19
