,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1947-48,22,CHS,BAA,,2,,3,5,,,4,6
Career,,,,,2,,3,5,,,4,6
