Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Dorian Finney-Smith,,3.3,1.4,0.1
Tyrone Nesby,92.9,3.1,1.3,0.3
John Trapp,92.2,3.3,1.2,0
Ron Anderson,92.0,3.1,1.5,0.3
Sam Dekker,89.3,3.1,1.2,0
Andrew DeClercq,88.7,3.4,1.6,0.4
Toby Kimball,88.5,3.2,1.2,0.4
Joey Graham,87.5,3,1.3,0.3
Lorenzo Williams,87.5,3.1,1.1,0.3
Michael Curry,87.4,3.2,1.6,-0.2
Eric Williams,87.2,2.9,1.6,0.1
