Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1961-62,25,CIN,NBA,SG,80,NA,18.3,2.5,6.2,0.405,NA,NA,NA,2.5,6.2,0.405,0.405,2.2,2.8,0.775,NA,NA,1.9,2.1,NA,NA,1.3,7.2
1962-63,26,CIN,NBA,SG,79,NA,19.3,3.1,6.9,0.443,NA,NA,NA,3.1,6.9,0.443,0.443,2.8,3.5,0.811,NA,NA,2.2,1.8,NA,NA,2,8.9
1963-64,27,CIN,NBA,SG,66,NA,23.1,3.5,8.7,0.406,NA,NA,NA,3.5,8.7,0.406,0.406,2.3,3,0.782,NA,NA,2.2,2.2,NA,NA,2.5,9.4
1964-65,28,CIN,NBA,SG,80,NA,34.3,5.8,12.7,0.456,NA,NA,NA,5.8,12.7,0.456,0.456,3.6,4.3,0.83,NA,NA,2.8,3,NA,NA,2.5,15.1
1965-66,29,CIN,NBA,SG,80,NA,37.3,6.6,16.4,0.405,NA,NA,NA,6.6,16.4,0.405,0.405,5.1,6,0.85,NA,NA,3.6,3.2,NA,NA,3.5,18.4
1966-67,30,CIN,NBA,SG,81,NA,32.5,6.2,14.2,0.438,NA,NA,NA,6.2,14.2,0.438,0.438,4.2,4.7,0.903,NA,NA,2.5,2.3,NA,NA,3.4,16.6
1967-68,31,CIN,NBA,SG,82,NA,33.9,5.9,12.6,0.464,NA,NA,NA,5.9,12.6,0.464,0.464,3.9,4.7,0.829,NA,NA,2.3,3.3,NA,NA,3.2,15.6
1968-69,32,CIN,NBA,SG,73,NA,18.3,3.3,7.7,0.432,NA,NA,NA,3.3,7.7,0.432,0.432,3,3.7,0.807,NA,NA,1.4,1.7,NA,NA,2.3,9.6
1969-70,33,TOT,NBA,SG,77,NA,14.1,2,5.4,0.368,NA,NA,NA,2,5.4,0.368,0.368,2,2.2,0.894,NA,NA,1.1,1.7,NA,NA,1.6,5.9
1969-70,33,CIN,NBA,SG,32,NA,14.2,1.9,4.6,0.405,NA,NA,NA,1.9,4.6,0.405,0.405,1.6,1.9,0.867,NA,NA,1,1.4,NA,NA,1.8,5.4
1969-70,33,SFW,NBA,SG,45,NA,14.1,2.1,6,0.347,NA,NA,NA,2.1,6,0.347,0.347,2.2,2.4,0.909,NA,NA,1.1,1.9,NA,NA,1.5,6.4
1970-71,34,SFW,NBA,SG,21,NA,11.8,1.8,4.2,0.427,NA,NA,NA,1.8,4.2,0.427,0.427,1.7,2,0.854,NA,NA,1.1,1.4,NA,NA,1.1,5.3
1971-72,35,VIR,ABA,SG,53,NA,12.9,1.6,3.7,0.446,0,0.2,0.182,1.6,3.5,0.462,0.451,1.7,1.9,0.893,0.3,0.6,0.9,0.8,NA,0.6,1.7,5.1
Career,NA,,TOT,,772,NA,24.6,4.1,9.6,0.43,0,0.2,0.182,4.1,9.6,0.43,0.43,3.1,3.7,0.838,0.3,0.6,2.1,2.3,NA,0.6,2.4,11.3
,NA,,NBA,,719,NA,25.5,4.3,10,0.429,NA,NA,NA,4.3,10,0.429,0.429,3.2,3.8,0.836,NA,NA,2.2,2.4,NA,NA,2.4,11.8
,NA,,ABA,,53,NA,12.9,1.6,3.7,0.446,0,0.2,0.182,1.6,3.5,0.462,0.451,1.7,1.9,0.893,0.3,0.6,0.9,0.8,NA,0.6,1.7,5.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,CIN,NBA,,653,NA,26.7,4.5,10.5,0.432,NA,NA,NA,4.5,10.5,0.432,0.432,3.3,4,0.832,NA,NA,2.3,2.4,NA,NA,2.5,12.4
2 seasons,NA,SFW,NBA,,66,NA,13.3,2,5.4,0.367,NA,NA,NA,2,5.4,0.367,0.367,2,2.3,0.894,NA,NA,1.1,1.8,NA,NA,1.4,6
1 season,NA,VIR,ABA,,53,NA,12.9,1.6,3.7,0.446,0,0.2,0.182,1.6,3.5,0.462,0.451,1.7,1.9,0.893,0.3,0.6,0.9,0.8,NA,0.6,1.7,5.1
