Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1961-62,25,CIN,NBA,SG,80,NA,1462,202,499,0.405,NA,NA,NA,202,499,0.405,0.405,172,222,0.775,NA,NA,151,167,NA,NA,101,576
1962-63,26,CIN,NBA,SG,79,NA,1522,241,544,0.443,NA,NA,NA,241,544,0.443,0.443,223,275,0.811,NA,NA,174,141,NA,NA,157,705
1963-64,27,CIN,NBA,SG,66,NA,1524,234,576,0.406,NA,NA,NA,234,576,0.406,0.406,154,197,0.782,NA,NA,147,145,NA,NA,164,622
1964-65,28,CIN,NBA,SG,80,NA,2745,463,1016,0.456,NA,NA,NA,463,1016,0.456,0.456,284,342,0.83,NA,NA,220,240,NA,NA,199,1210
1965-66,29,CIN,NBA,SG,80,NA,2982,531,1310,0.405,NA,NA,NA,531,1310,0.405,0.405,408,480,0.85,NA,NA,287,256,NA,NA,276,1470
1966-67,30,CIN,NBA,SG,81,NA,2636,502,1147,0.438,NA,NA,NA,502,1147,0.438,0.438,343,380,0.903,NA,NA,205,187,NA,NA,272,1347
1967-68,31,CIN,NBA,SG,82,NA,2783,480,1035,0.464,NA,NA,NA,480,1035,0.464,0.464,320,386,0.829,NA,NA,185,272,NA,NA,259,1280
1968-69,32,CIN,NBA,SG,73,NA,1336,243,562,0.432,NA,NA,NA,243,562,0.432,0.432,217,269,0.807,NA,NA,105,127,NA,NA,166,703
1969-70,33,TOT,NBA,SG,77,NA,1087,153,416,0.368,NA,NA,NA,153,416,0.368,0.368,152,170,0.894,NA,NA,82,132,NA,NA,122,458
1969-70,33,CIN,NBA,SG,32,NA,453,60,148,0.405,NA,NA,NA,60,148,0.405,0.405,52,60,0.867,NA,NA,33,45,NA,NA,56,172
1969-70,33,SFW,NBA,SG,45,NA,634,93,268,0.347,NA,NA,NA,93,268,0.347,0.347,100,110,0.909,NA,NA,49,87,NA,NA,66,286
1970-71,34,SFW,NBA,SG,21,NA,247,38,89,0.427,NA,NA,NA,38,89,0.427,0.427,35,41,0.854,NA,NA,24,30,NA,NA,24,111
1971-72,35,VIR,ABA,SG,53,NA,686,87,195,0.446,2,11,0.182,85,184,0.462,0.451,92,103,0.893,14,32,46,42,NA,34,89,268
Career,NA,,TOT,,772,NA,19010,3174,7389,0.43,2,11,0.182,3172,7378,0.43,0.43,2400,2865,0.838,14,32,1626,1739,NA,34,1829,8750
,NA,,NBA,,719,NA,18324,3087,7194,0.429,NA,NA,NA,3087,7194,0.429,0.429,2308,2762,0.836,NA,NA,1580,1697,NA,NA,1740,8482
,NA,,ABA,,53,NA,686,87,195,0.446,2,11,0.182,85,184,0.462,0.451,92,103,0.893,14,32,46,42,NA,34,89,268
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,CIN,NBA,,653,NA,17443,2956,6837,0.432,NA,NA,NA,2956,6837,0.432,0.432,2173,2611,0.832,NA,NA,1507,1580,NA,NA,1650,8085
2 seasons,NA,SFW,NBA,,66,NA,881,131,357,0.367,NA,NA,NA,131,357,0.367,0.367,135,151,0.894,NA,NA,73,117,NA,NA,90,397
1 season,NA,VIR,ABA,,53,NA,686,87,195,0.446,2,11,0.182,85,184,0.462,0.451,92,103,0.893,14,32,46,42,NA,34,89,268
