,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1952-53,24,SYR,NBA,,3,,5,7,,,5,11
1953-54,25,SYR,NBA,,5,18,4,5,,8,5,14
1954-55,26,SYR,NBA,,7,,8,12,,,5,22
1955-56,27,SYR,NBA,,6,19,4,4,,2,6,13
1956-57,28,SYR,NBA,,4,8,3,5,6,,5,10
1957-58,29,SYR,NBA,,2,6,0,0,5,0,4,4
1958-59,30,DET,NBA,,6,11,4,4,,,5,16
1959-60,31,DET,NBA,,4,,4,7,,,6,12
Career,,,,,7,,8,12,,,6,22
6 Seasons,,SYR,NBA,,7,,8,12,,,6,22
2 Seasons,,DET,NBA,,6,,4,7,,,6,16
