Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1952-53,24,SYR,NBA,SF,2,73,4.8,0.35,0.588,NA,NA,NA,17.4,NA,-0.1,0,-0.1,-0.091
1953-54,25,SYR,NBA,SF,10,260,11.1,0.397,0.356,NA,NA,NA,17.6,NA,-0.2,0.3,0.1,0.01
1954-55,26,SYR,NBA,SF,11,355,13.8,0.438,0.426,NA,NA,NA,18.1,NA,0.1,0.7,0.8,0.112
1955-56,27,SYR,NBA,SF,8,172,6.5,0.373,0.173,NA,NA,NA,6.8,NA,-0.3,0.1,-0.2,-0.053
1956-57,28,SYR,NBA,SF,5,83,12.5,0.445,0.367,NA,NA,NA,11.3,NA,0.1,0.1,0.2,0.12
1957-58,29,SYR,NBA,SF,3,32,4.3,0.357,0,NA,NA,NA,0,NA,-0.1,0,0,-0.008
1958-59,30,DET,NBA,SF,3,87,9.2,0.412,0.286,NA,NA,NA,12.1,NA,0,0,0,-0.009
1959-60,31,DET,NBA,SF,2,53,2.2,0.309,0.333,NA,NA,NA,8.1,NA,-0.2,0,-0.1,-0.125
Career,NA,,NBA,,44,1115,10.2,0.402,0.332,NA,NA,NA,14.2,NA,-0.6,1.2,0.6,0.026
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,SYR,NBA,,39,975,10.7,0.407,0.335,NA,NA,NA,14.8,NA,-0.4,1.2,0.8,0.037
2 seasons,NA,DET,NBA,,5,140,6.5,0.364,0.308,NA,NA,NA,10.6,NA,-0.2,0,-0.2,-0.053
