Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Willie Reed,,3.6,1.5,1.2
Cristiano Felício,93.2,3.4,1.7,1.2
Danny Ferry,92.3,3.6,1.3,1
Willie Long,88.7,3.5,2.1,1.2
George Lynch,88.7,3.9,1.7,0.9
Andrea Bargnani,87.8,3.9,1.9,1.4
Josh Boone,87.4,3.7,1.8,1.7
Gus Gerard,87.3,4.3,1.5,1.3
Ryan Bowen,87.1,3.1,1.7,1.4
Simmie Hill,87.1,3.1,1.6,1
Tommy Byrnes,87.0,4,1.7,0.9
