Season,Team,Lg,Salary
2015-16,Brooklyn Nets,NBA,"$947,276"
2016-17,Miami Heat,NBA,"$1,015,696"
2017-18,Chicago Bulls,NBA,"$1,471,382"
Career,(may be incomplete),,"$3,434,354"
