,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,25,BRK,NBA,C,39,426,,,,71%,29%,-8.2,-0.7,4,8,26,3,28,4,23,5,8
2016-17,26,MIA,NBA,C,71,1031,,,,,100%,+2.4,+1.7,9,8,75,7,40,9,61,6,23
2017-18,27,TOT,NBA,C,42,428,,,,,100%,+1.9,+2.0,6,6,31,5,22,2,22,5,14
2017-18,27,LAC,NBA,C,39,419,,,,,100%,+2.1,+2.0,6,6,30,4,22,1,20,5,14
2017-18,27,DET,NBA,C,3,9,,,,,100%,-9.2,-9.0,0,0,1,1,0,1,2,0,0
Career,,,NBA,,152,1885,,,,16%,84%,-0.1,+1.2,19,22,132,15,90,15,106,16,45
,,,,,,,,,,,,,,,,,,,,,,
1 season,,MIA,NBA,,71,1031,,,,,100%,+2.4,+1.7,9,8,75,7,40,9,61,6,23
1 season,,LAC,NBA,,39,419,,,,,100%,+2.1,+2.0,6,6,30,4,22,1,20,5,14
1 season,,BRK,NBA,,39,426,,,,71%,29%,-8.2,-0.7,4,8,26,3,28,4,23,5,8
1 season,,DET,NBA,,3,9,,,,,100%,-9.2,-9.0,0,0,1,1,0,1,2,0,0
