,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1972-73,17,ARIZONA,26,,197,415,,,98,122,,72,,,,,,492,.475,,.803,,18.9,2.8,
1973-74,18,ARIZONA,22,,166,332,,,67,94,,59,,,,,,399,.500,,.713,,18.1,2.7,
Career,,,48,,363,747,,,165,216,,131,,,,,,891,.486,,.764,,18.6,2.7,
