Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Joe Strawder,,4.3,3.6,3
Kelly Olynyk,97.4,4.1,3.6,2.9
Herb Williams,95.3,4.6,3.5,2.8
Nerlens Noel,92.5,4,4,3
Brendan Haywood,90.8,5,3.8,3.1
Roy Hibbert,90.3,4.1,3.6,2.1
Joe Meriweather,89.4,4.8,3.8,2.6
Lloyd Neal,88.1,4.8,4.3,2.9
Duane Causwell,87.9,3.9,2.9,2.8
Steve Johnson,87.2,4.4,4.4,2.4
Jon Koncak,86.6,3.7,3.7,2.3
