Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,22,WSC,BAA,PF,34,NA,NA,0.445,0.321,NA,NA,NA,NA,NA,2.8,1.5,4.3,NA
1949-50,23,TOT,NBA,PF,67,NA,NA,0.44,0.406,NA,NA,NA,NA,NA,4.7,2,6.7,NA
1949-50,23,WSC,NBA,PF,49,NA,NA,0.434,0.404,NA,NA,NA,NA,NA,3.2,1.4,4.5,NA
1949-50,23,TRI,NBA,PF,18,NA,NA,0.456,0.411,NA,NA,NA,NA,NA,1.5,0.6,2.1,NA
1950-51,24,TRI,NBA,PF,6,NA,NA,0.397,0.266,NA,NA,NA,NA,NA,0,0.3,0.3,NA
1952-53,26,MLH,NBA,PF,69,2626,16.8,0.413,0.29,NA,NA,NA,NA,NA,-0.1,4.2,4.1,0.075
1953-54,27,TOT,NBA,PF,75,1607,NA,0.369,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-54,27,MLH,NBA,PF,15,356,NA,0.268,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-54,27,BOS,NBA,PF,60,1251,NA,0.406,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,28,BOS,NBA,PF,64,1910,12,0.433,0.27,NA,NA,NA,NA,NA,0.6,1,1.6,0.04
1955-56,29,BOS,NBA,PF,60,1964,16.5,0.472,0.317,NA,NA,NA,NA,NA,2.6,1.8,4.4,0.107
1956-57,30,BOS,NBA,PF,61,1372,11.8,0.417,0.253,NA,NA,NA,NA,NA,0.1,2.4,2.5,0.088
1957-58,31,BOS,NBA,PF,69,1224,9.3,0.384,0.165,NA,NA,NA,NA,NA,-0.9,1.9,1,0.04
Career,NA,,TOT,,505,10703,13.9,0.424,0.296,NA,NA,NA,NA,NA,9.7,15.1,24.8,0.061
,NA,,NBA,,471,10703,13.9,0.423,0.294,NA,NA,NA,NA,NA,6.9,13.6,20.5,0.061
,NA,,BAA,,34,NA,NA,0.445,0.321,NA,NA,NA,NA,NA,2.8,1.5,4.3,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,BOS,NBA,,314,7721,12.8,0.43,0.266,NA,NA,NA,NA,NA,2.3,7.1,9.5,0.059
4 seasons,NA,"TRI,MLH",NBA,,108,2982,16.8,0.406,0.302,NA,NA,NA,NA,NA,1.5,5.1,6.5,0.066
2 seasons,NA,WSC,BAA,,83,NA,NA,0.438,0.372,NA,NA,NA,NA,NA,6,2.8,8.8,NA
