Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,22,WSC,BAA,PF,34,NA,NA,153,392,0.39,92,126,0.73,NA,56,118,398
1949-50,23,TOT,NBA,PF,67,NA,NA,310,848,0.366,259,344,0.753,NA,142,179,879
1949-50,23,WSC,NBA,PF,49,NA,NA,228,629,0.362,187,254,0.736,NA,81,118,643
1949-50,23,TRI,NBA,PF,18,NA,NA,82,219,0.374,72,90,0.8,NA,61,61,236
1950-51,24,TRI,NBA,PF,6,NA,NA,27,79,0.342,16,21,0.762,63,15,23,70
1952-53,26,MLH,NBA,PF,69,NA,2626,425,1170,0.363,240,339,0.708,533,196,237,1090
1953-54,27,TOT,NBA,PF,75,NA,1607,163,528,0.309,113,152,0.743,363,104,187,439
1953-54,27,MLH,NBA,PF,15,NA,356,30,143,0.21,25,36,0.694,NA,23,31,85
1953-54,27,BOS,NBA,PF,60,NA,1251,133,385,0.345,88,116,0.759,NA,81,156,354
1954-55,28,BOS,NBA,PF,64,NA,1910,249,656,0.38,138,177,0.78,533,144,238,636
1955-56,29,BOS,NBA,PF,60,NA,1964,330,799,0.413,200,253,0.791,625,160,228,860
1956-57,30,BOS,NBA,PF,61,NA,1372,195,537,0.363,108,136,0.794,374,85,185,498
1957-58,31,BOS,NBA,PF,69,NA,1224,170,484,0.351,59,80,0.738,302,63,123,399
Career,NA,,TOT,,505,NA,10703,2022,5493,0.368,1225,1628,0.752,2793,965,1518,5269
,NA,,NBA,,471,NA,10703,1869,5101,0.366,1133,1502,0.754,2793,909,1400,4871
,NA,,BAA,,34,NA,NA,153,392,0.39,92,126,0.73,NA,56,118,398
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,BOS,NBA,,314,NA,7721,1077,2861,0.376,593,762,0.778,1834,533,930,2747
4 seasons,NA,"TRI,MLH",NBA,,108,NA,2982,564,1611,0.35,353,486,0.726,596,295,352,1481
2 seasons,NA,WSC,BAA,,83,NA,NA,381,1021,0.373,279,380,0.734,NA,137,236,1041
